code_switched,arabic,english
دخلت الجامعة .. اه لما دخلت الجامعة دخلت هندسة كنت كده كده مقرر هندسة,دخلت الجامعة .. اه لما دخلت الجامعة دخلت هندسة كنت كده كده مقرر هندسة,"I went to the university .. Faculty of Engineering, I already took the decision to go to the Faculty of Engineering."
و بعدين كنت في الأول بفكر أن انا اخش mechatronics and then قررت أن أنا أغير,و بعدين كنت في الأول بفكر أن انا اخش ميكاترونكس وبعدين قررت أن أنا أغير,"In the beginning, I took the decision to go to Mechatronics and then I took the decision to switch to another department."
مع الدراسة حبيت ال+computer*engineering عموما computer science ك+programming بالذات,مع الدراسة حبيت هندسة الكمبيوتر عموما حاسبات ومعلومات كبرمجة بالذات,"By studying, I liked Computer Engineering in general, Computer Science as programming in specific."
فغيرت و .. غيرت ال+major و قررت أروح computer science و بعدين غيرت ال+major كمان تاني أن أنا غيرت جوه computer science حاجات تانية لإني حبيت الحاجات التانية أكتر يعنى,فغيرت و .. غيرت التخصص و قررت أروح حاسبات ومعلومات و بعدين غيرت التخصص كمان تاني أن أنا غيرت جوه حاسبات ومعلومات حاجات تانية لإني حبيت الحاجات التانية أكتر يعنى,"So, I shifted .. I shifted the major, and I decided to study Computer Science. Later on, I decided to shift the major once again, I decided to change and study another subjects in Computer Science, because I liked to study these subjects."
بس و .. ده كان تاني سنة في الجامعة القرار .. القرار تاني سنة في الجامعة بس انا من بعد اول term يعني حاسيت ان انا عايز اغير,بس و .. ده كان تاني سنة في الجامعة القرار .. القرار تاني سنة في الجامعة بس انا من بعد اول ترم يعني حاسيت ان انا عايز اغير,"That's it .. that happened at the 2nd year .. the decision .. I took the decision from the 2nd year at university, but actually after the first term I felt I need to change and shift to another section."
بندرس أيه جوه computer science؟,بندرس أيه جوه حاسبات ومعلومات؟,What are we studying in Computer Science?
هو mainly programming and then بعد كده خدنا حاجات theoretical ليها علاقة بالكمبيوتر و ال+computer*programming و كده and then حاجات بقى شوية في ال+signals و ال+audio و ال+video*processing و ال+image*processing و الحاجات دى,هو أساساً برمجة وبعدين بعد كده خدنا حاجات نظرية ليها علاقة بالكمبيوتر وبرمجة كمبيوتر و كده وبعدين حاجات بقى شوية في الأشارات و الصوت و معالجة الفيديو و معالجة الصور و الحاجات دى,"Okay. It is mainly programming and then we have studied theoretical subjects related to computer and Computer Programming. And then, we studied things related to Signals Audio Video processing and image processing."
ده mainly اللي كنا بناخده يعني أو اللي أنا كنت مهتم بيه at least,ده غالبا اللي كنا بناخده يعني أو اللي أنا كنت مهتم بيه على الأقل,and mainly this is what we have taken and studied or we can say this is what at least I enjoyed or cared to study.
في courses كنا كمان بناخدها course hardware بس ماكنتش مهتم بيها أوى,في دورات كنا كمان بناخدها دورة معدات بس ماكنتش مهتم بيها أوى,"Moreover, there were courses about course hardware, but, I didn't enjoy or care studying it."
bachelor project بتاعي كان HCI و machine learning و image processing مع بعض، كان facial emotion recognition و ماكنش في مصر هنا كان في ألمانيا في الجامعة برة في Stuttgart,مشروع التخرج بتاعي كان التفاعل بين الانسان و الكمبيوتر و التعلم الآلي و معالجة الصور مع بعض، كان التعرف على مشاعر الوجه و ماكنش في مصر هنا كان في ألمانيا في الجامعة برة في شتوتغارت,"my Bachelor project was talking about HCI and Machine Learning and Image processing all together. It was a Facial Emotion Recognition, and it wasn't here in Egypt, it was at a university in Germany in Stuttgart."
و أشتغلت على ال+project تلات شهور كده research و تلات شهور implementation و بس,و أشتغلت على المشروع تلات شهور كده بحث و تلات شهور تنفيذ و بس,"I have worked on this project, doing research for 3 months and implementation for another 3 months and that's it."
ده .. ده اللي فاكره يعني عن ال+project.,ده .. ده اللي فاكره يعني عن المشروع.,That .. that's what I remember about my project.
و ال+project في الآخر طلعنا output يعني بس,و المشروع في الآخر طلعنا نتائج يعني بس,"And by the end of this project, we got output only."
أه بعد كده قررت أن انا أكمل masters بما أني حبيت ال+academic*field شوية عشان حبيت ال+research و قراية ال+papers و ال .. ال+pap .. يعني عموما ال+research أهم حتى من فكرة التدريس و كده,أه بعد كده قررت أن انا أكمل ماجستير بما أني حبيت المجال الأكاديمي شوية عشان حبيت البحث و قراية الأبحاث و ال .. الأبحا .. يعني عموما البحث أهم حتى من فكرة التدريس و كده,"Oh later on, I decided to continue my study and do Masters as long as I liked the academic field because I liked doing research and reading papers. In general, research is even more important than the idea of teaching itself."
حبيت ال+academic*field أوي عشان حسيت أنه فيه creativity و كل يوم بنقرا حاجات جديدة و بنشوف حاجات جديدة و ممكن اغير ال+field بسهولة مش بعمل حاجة نمطية يعنى.,حبيت المجال الأكاديمي أوي عشان حسيت أنه فيه ابتكار و كل يوم بنقرا حاجات جديدة و بنشوف حاجات جديدة و ممكن اغير المجال بسهولة مش بعمل حاجة نمطية يعنى.,"I liked the academic field very much because I felt with the creativity, and everyday I read and learn new things and I can shift the field easily, without doing any modularity things."
daily routine بتاعي ان أنا أول ما بصحى باخد shower و بنزل باروح الشغل عادي الا في الأجازات طبعا بس يعني في ال .. باروح الشغل عادى,الروتين اليومي بتاعي ان أنا أول ما بصحى باخد دش و بنزل باروح الشغل عادي الا في الأجازات طبعا بس يعني في ال .. باروح الشغل عادى,"my daily routine, when I wake up in the morning, I take a shower and go to the work, except at the weekends, so, I .. go to my work."
